Company,Latitude,Longitude,Employees,Annual Sales,Year Established,Business Description,Brand Names,Primary SIC Code,Primary SIC Code Description,NAICS Code,NAICS Code Description
"Rite Engineering Co., Inc.",42.768422,-87.891862,25,$1Mil-$2.5Mil,1940,General machining job shop,,3599,Industrial machinery,332710,Machine Shops
"River City Ready Mix, Inc.",43.861984,-91.223131,25,$5Mil,1988,Corporate headquarters & ready-mixed concrete,,3273,Concrete-ready-mixed,327320,Ready-Mix Concrete Manufacturing
"Rockbridge Sawmill, Inc.",43.412909,-90.358739,25,$6Mil (est),,Lumber processing,,2421,"Sawmills and planing mills, general",321113,Sawmills
"Rostad Aluminum, LLC",43.316835,-87.95862,25,$5.1Mil (est),1953,Permanent mold aluminum castings & machining,,3363,Aluminum die-castings,331523,Nonferrous Metal Die-Casting Foundries
"RotoGraphic Printing, Inc.",44.960408,-89.736139,25,$1Mil-$5Mil,1974,"Corporate headquarters & commercial offset, digital & 1-6 color printing, including in-house die cutting, embossing & related services",,2759,Printing-commercial,323120,Support Activities for Printing
Rural Electric Supply Cooperative,43.100262,-89.540787,25,$5Mil-$10Mil,1935,"Distributor of electrical equipment, including transformers",,5063,Electrical apparatus and equipment,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
Rusk County Farm Supply,45.463479,-91.101834,25,$8.6Mil (est),1988,Animal feed & wholesaler of farm supplies,,2048,Feeds-prepared,311119,Other Animal Food Manufacturing
"Ryeco, Inc.",42.54346,-89.025448,25,$1Mil-$2.5Mil,1969,Double disc grinding job shop,,3599,Industrial machinery,332710,Machine Shops
"Salco, Inc.",42.913079,-87.914298,25,$1Mil-$2.5Mil,1967,Wooden pallets,,2448,Pallets and skids-wood,321920,Wood Container and Pallet Manufacturing
Sand Creek Brewing Co.,44.292835,-90.851726,25,$2Mil-$3Mil,1997,"Beer, ale, sodas & rootbeer","Oscar's Chocolate Oatmeal Stout, Sand Creek Hard Lemonade, Oktoberfest Bier, Golden Ale, Special Ale, Wild Ride IPA, Woody's EZ Ale, Cranberry Lemonade, Pomegranate Lemonade",2082,Malt beverages,312120,Breweries
"Schiek Ideas, Inc.",43.91287,-88.483427,25,"under $500,000",1995,Sporting & athletic goods,,3949,Sporting and athletic goods,339920,Sporting and Athletic Goods Manufacturing
"Schmidt Buildings & Equipment, LLC",44.212063,-88.152446,25,"$500,000-$1Mil",1972,Agricultural equipment & buildings,,3448,Prefabricated metal buildings,332311,Prefabricated Metal Building and Component Manufacturing
"Scott Construction, Inc.",43.275053,-89.726168,25,$5.6Mil (est),1925,Sand & gravel processing & asphalt applications,,3299,Mineral products-nonmetallic,212321,Construction Sand and Gravel Mining
Serv-Ice,43.996115,-88.589398,25,$3.2Mil (est),1988,Cubed & block ice,,2097,Ice-manufactured,312113,Ice Manufacturing
"Service Motor Co., Inc.",44.521279,-88.330482,25,$6Mil-$10Mil,1997,Distributor of farm & agricultural equipment & supplies,,5083,Farm and garden machinery,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
"SH Enterprises, Inc.",44.951215,-89.684793,25,$5Mil (est),1991,"Window & door components, drumsticks, pallets & steel fabrication, lumber, scissor sharps & beauty supplies",,2431,Millwork,332321,Metal Window and Door Manufacturing
"Sharon Cutwell Co., Inc.",43.499678,-87.895633,25,$5Mil-$6Mil,1945,"Precision tools, crush rolls & cutting tools",Wave-Point™ Technology,3545,Machine tool accessories,333515,Cutting Tool and Machine Tool Accessory Manufacturing
"Skyline Steel, LLC",43.334189,-89.375985,25,$2.6Mil-$5Mil,2000,Structural steel fabrication,,3441,Structural metal-fabricated,332312,Fabricated Structural Metal Manufacturing
"Solenis, LLC",43.113146,-87.963105,25,$11Mil (est),2014,Paper processing chemicals,,2819,Chemicals-industrial inorganic,325188,Other Basic Inorganic Chemical Manufacturing
"Southern Graphic Systems, LLC",43.056755,-88.214485,25,$4.5Mil (est),,Rotogravure electronic plate making & electronic prepress,,2796,Platemaking services,323120,Support Activities for Printing
Spectrum Corp.,43.039117,-88.18932,25,$6Mil (est),1946,Lubricant packaging,,3089,Plastic products,324191,Petroleum Lubricating Oil and Grease Manufacturing
"SPF North America, Inc.",44.564087,-91.666074,25,$8.1Mil,1976,Pet food ingredients & flavorings,,2047,Dog and cat food,311111,Dog and Cat Food Manufacturing
"Springfield Welding & Manufacturing Co., Inc.",43.19194,-89.45567,25,$3Mil-$4Mil,1980,"Structural metal fabrication & welding job shop for small to medium projects, including contract manufacturing, sandblasting, painting & welding repair services",,3441,Structural metal-fabricated,332312,Fabricated Structural Metal Manufacturing
"Stone Dimensions, Inc.",43.073471,-88.220368,25,$3.8Mil (est),1999,"Granite, marble & engineered quartz countertops, including fabrication & installation services",,3281,Cut stone and stone products,327991,Cut Stone and Stone Product Manufacturing
"Strauss Feeds, LLC",43.219052,-88.767042,25,$1Mil-$2.5Mil,1962,Veal milk replacer & calf milk replacer from milk protein ingredients,"Agri-Best, Market Blend",2048,Feeds-prepared,311119,Other Animal Food Manufacturing
String Swing Manufacturing,43.777164,-90.553142,25,over $2Mil,1987,Musical display systems,,2541,Partitions and fixtures-wood,337129,Wood Partition and Fixture Manufacturing
"Sweet Additions, LLC",45.352996,-92.637455,25,$7.2Mil (est),,Natural & organic rice-based & cane-based sweeteners,,2099,Food preparations,311930,Flavoring Syrup and Concentrate Manufacturing
Systems Engineering & Automation Corp.,43.00238,-88.109939,25,$1Mil-$5Mil,1965,"Custom design machine shop, including control system robotics, prototyping, automation & machine tool integration",,3599,Industrial machinery,332710,Machine Shops
Tartan Supply,43.077295,-88.068403,25,$9.6Mil,1976,"Distributor of cleaning chemicals, paper products & janitorial supplies","Wausau Paper, Tennant, Clarke, Sanitaire, Triple-S, Tork, Bedford",5169,Chemicals and allied products,424690,Other Chemical and Allied Products Merchant Wholesalers
"Taurus Tool & Machine, Inc.",43.735519,-87.945406,25,$4.3Mil (est),1996,Precision machining job shop,,3599,Industrial machinery,332710,Machine Shops
Tesker Manufacturing Corp.,43.38167,-87.94065,25,$4.3Mil (est),1971,Thread rolling machinery & dies,,3599,Industrial machinery,333517,Machine Tool Manufacturing
"The Kopfmann Co., Inc.",43.133675,-87.951759,25,$2.5Mil-$3.5Mil,1957,Laminate & solid-surface countertops & vanities & laminate casework,,2542,"Partitions and fixtures, except wood",337110,Wood Kitchen Cabinet and Countertop Manufacturing
The Zierden Co.,42.910848,-87.914404,25,$4Mil,1937,General machine shop & carwash equipment,"Waterboy, Zierco",3599,Industrial machinery,333310,Commercial and Service Industry Machinery Manufacturing
"Top Form, Inc.",44.633052,-90.175728,25,"$500,000-$1Mil",2004,Laminate kitchen countertops,,2541,Partitions and fixtures-wood,337110,Wood Kitchen Cabinet and Countertop Manufacturing
"TP Printing Co., Inc.",44.945637,-90.320447,25,over $1Mil,1971,Corporate headquarters & commercial & newspaper printing & publishing,"The Tribune-Phonograph, The Record-Review, Tribune Record Gleaner, Central Wisconsin Shopper",2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
"Trackside Services, Inc.",43.110128,-87.957504,25,$1Mil-$2.5Mil,1996,New & remanufactured in-ground braking (retarder) systems & components for railroad yards,,3743,Railroad equipment,336510,Railroad Rolling Stock Manufacturing
Transport Services Unlimited,45.831676,-91.880411,25,$1Mil-$2Mil,,Regional trucking services,,4213,"Trucking, except local",484121,Long-Distance Trucking
"Tri-State Lumber & Land, Inc.",45.922929,-91.824644,25,$6Mil (est),1996,Lumber processing,,2421,"Sawmills and planing mills, general",321113,Sawmills
"Trueflight Manufacturing Co., Inc.",46.115685,-89.838461,25,$5.3Mil (est),2000,Corporate headquarters & archery feathers,,3949,Sporting and athletic goods,339920,Sporting and Athletic Goods Manufacturing
"Trueflight Manufacturing Co., Inc.",46.125648,-89.876726,25,"$500,000-$1Mil",1949,Arrow feather fletching,,3949,Sporting and athletic goods,339920,Sporting and Athletic Goods Manufacturing
TTJ Packing Co.,43.062333,-89.200856,25,$4.9Mil (est),2014,Beef processing & packaging,,2011,Meat packing plants,311611,Animal (except Poultry) Slaughtering
"Ultimate Confections, Inc.",43.039869,-87.996928,25,$1Mil,1995,"Manufacturer of hand-dipped chocolates & distributor of chocolate candy, confection gift items & boxes, ice cream, gelato, wines, gift bags & greeting cards","Jelly Belly, Cedar Crest Ice Cream",2066,Chocolate and cocoa products,311300,Sugar and Confectionery Product Manufacturing
United Cooperative,44.668575,-88.228107,25,$8.7Mil (est),,"Distributor of agronomy products, including fertilizer, seed, feed & pesticides",,5191,Farm supplies,424910,Farm Supplies Merchant Wholesalers
"United Tool, LLC",43.069518,-88.219529,25,over $2.5Mil,1960,"Contract machining job shop, including low-volume machining, tool & die design & manufacturing & small weldments",,3599,Industrial machinery,332710,Machine Shops
University Of Wisconsin Oshkosh,44.026352,-88.551495,25,$3.4Mil (est),1894,Student newspaper publishing,The Advance-Titan,2711,Newspapers,513110,Newspaper Publishers
"Urban Evolutions, Inc.",44.260872,-88.443063,25,$5.6Mil,2001,"Sustainable wooden building materials for businesses & consumers, including flooring, wall & ceiling cladding, slatted wooden wall & ceiling panels, solid & constructed beams, treads & reclaimed wooden tables & surfaces",,2426,Hardwood dimension and flooring mills,337122,Nonupholstered Wood Household Furniture Manufacturing
"Valley Tissue Packaging, Inc.",44.304901,-88.260855,25,$7.4Mil (est),1984,"Tissue packaging equipment, conveyors & diverters",,3565,Packaging machinery,333993,Packaging Machinery Manufacturing
"Van Groll Trucking, Inc.",44.294669,-88.323544,25,$6.8Mil (est),1961,Local & long-distance trucking services,,4212,"Local trucking, without storage",484110,"General Freight Trucking, Local"
"VanDerVart Concrete Products, LLC",43.698306,-87.760854,25,"$500,000-$1Mil",1977,"Ready-mixed concrete, reinforcing bars, masonry supplies & equipment",,3273,Concrete-ready-mixed,327320,Ready-Mix Concrete Manufacturing
"Viking Electric Supply, Inc.",43.78384,-87.762819,25,$11Mil (est),2009,"Distributor of electrical equipment & supplies, including wires, cables, switches & connectors",,5063,Electrical apparatus and equipment,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
"Volatile Free, Inc.",43.033865,-88.155268,25,"$500,000-$1Mil",1995,"Polyurethane polymers & spray-applied roof coatings, truck bed liners & insulating foams","Badgerliners, Qwik Spray",3069,Rubber products-fabricated,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing
Von Stiehl Winery Ltd.,44.60893,-87.435038,25,$4.2Mil,1967,Company headquarters & wines,Von Stiehl Winery,2084,"Wines, brandy, and brandy spirits",312130,Wineries
"Vulcan Industrial, Inc.",45.308951,-92.680719,25,$4.3Mil (est),1991,CNC machining job shop for the defense & oil & gas industries,,3599,Industrial machinery,332710,Machine Shops
"W. C. Branham, Inc.",44.869953,-92.617283,25,$5.9Mil (est),1981,Fluid power products,,3593,Fluid power cylinders and actuators,333995,Fluid Power Cylinder and Actuator Manufacturing
"W. L. Deckert Co., Inc.",43.133278,-87.991677,25,$10Mil,1918,"Rubber, PVC & urethane conveyor belts, pulleys & rollers, including fabricated rubber & plastic, RF welding, waterjet parts, motorized pulleys, in shop & field vulcanizing & urethane, PVC & rubber cleats & profiles",,3052,Hose and belting-rubber and plastic,326220,Rubber and Plastics Hoses and Belting Manufacturing
"W. W. Grainger, Inc.",43.089974,-89.311108,25,$5Mil-$10Mil,1927,Distributor of industrial electrical power systems testing & maintenance products,,5063,Electrical apparatus and equipment,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
"Warehouse Equipment Co., Inc.",43.210711,-88.073388,25,over $5Mil,1989,Distributor of new & used material handling equipment,Mecalux,5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
Watertown Table Slide Corp.,43.173363,-88.712195,25,"$500,000-$1Mil",1886,Metal extension slides,,3499,Metal products-fabricated,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
"Wayne Pallets, Inc.",44.774882,-91.935837,25,$1Mil-$5Mil,1950,Wooden pallets & pallet parts,,2448,Pallets and skids-wood,321920,Wood Container and Pallet Manufacturing
"Weekes Forest Products, Inc.",43.331896,-88.168202,25,$20Mil,1978,"Lumber processing of wooden packaging materials for crates & pallets, custom millwork & distributor of building materials, including lumber & composite decking",,2421,"Sawmills and planing mills, general",321113,Sawmills
"Weimer Bearing & Transmission, Inc.",44.303219,-88.261325,25,$6.1Mil,1926,"Electrical motion control, mechanical power transmission & fluid control products, including motors, brakes, inverters, sensors, couplings, sprockets, reducers, cylinders & valves",,3568,Power transmission equipment,333613,Mechanical Power Transmission Equipment Manufacturing
Welders Supply Company,42.50654,-89.037067,25,$11Mil (est),1938,"Company headquarters & wholesaler of welding equipment, supplies & gases for industrial, medical, commercial & residential customers",,5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
"Wesco Machine Products, Inc.",42.891848,-88.149448,25,$1Mil-$5Mil,1974,Hydraulic cylinder rods & general machining job shop,,3559,Machinery-special industry,333995,Fluid Power Cylinder and Actuator Manufacturing
"West Bend Elevator, Inc.",43.455967,-88.211342,25,$8.6Mil (est),1947,Custom livestock feed,,2048,Feeds-prepared,311119,Other Animal Food Manufacturing
Wilmar Chocolates,44.272812,-88.408529,25,$3.8Mil (est),1956,"Chocolate candy, including chocolate-covered peanuts, toffees & caramel nut logs",,2066,Chocolate and cocoa products,311351,Chocolate and Confectionery Manufacturing from Cacao Beans
"Wisconsin Dairy Supply Co., Inc.",42.829192,-88.735857,25,$2Mil-$5Mil,1883,"Manufacturer of stainless steel, refrigerated, storage & bulk farm milk tanks & distributor of refrigeration products, including electric motors & temperature controls for the dairy industry","Copeland, Emerson, White-Rodgers, Bou-Matic Capital Products, Dari-Kool, Glacier, Opti-Kool",3523,Farm machinery and equipment,333241,Food Product Machinery Manufacturing
"Wisconsin Dairyland Fudge Co., Inc.",43.627488,-89.774527,25,"$500,000-$1Mil",1962,"Fudge, brittle, caramels, caramel corn, hand-dipped chocolates, truffles, caramel apples & saltwater taffy",Swiss Maid Fudge,2064,Candy and other confectionery products,311300,Sugar and Confectionery Product Manufacturing
